player_hand;player_options;player_decision;dealer_hand;dealer_options;dealer_decision;result;
['8', 'J', 'K'];18;1;['3', 'A', 'A'];13;1;-1;
['3', '2'];[3];1;['8', '10'];[8];1;0;
['3', '2', '4'];5;0;['8', '10', '6'];18;1;2;
['3', '9'];[3];0;['6', 'A'];[6];0;-1;
['7', 'Q'];[7];0;['4', '8'];[4];1;0;
['7', 'Q'];17;0;['4', '8', '3'];12;1;0;
['7', 'Q'];17;0;['4', '8', '3', '8'];15;1;2;
['10', '5'];[10];1;['8', '3'];[8];1;0;
['10', '5', 'A'];15;1;['8', '3', 'K'];11;1;0;
['10', '5', 'A', '2'];16;1;['8', '3', 'K'];21;0;0;
['10', '5', 'A', '2', '2'];18;1;['8', '3', 'K'];21;0;0;
['10', '5', 'A', '2', '2', '2'];20;1;['8', '3', 'K'];21;0;-1;
['6', '2'];[6];1;['3', 'J'];[3];0;0;
['6', '2', '2'];8;1;['3', 'J'];13;0;0;
['6', '2', '2', '8'];10;1;['3', 'J'];13;0;0;
['6', '2', '2', '8', '9'];18;0;['3', 'J'];13;0;-1;
['J', '2'];[10];1;['Q', 'K'];[10];0;0;
['J', '2', '10'];12;1;['Q', 'K'];20;0;-1;
['2', '4'];[2];0;['6', 'K'];[6];1;0;
['2', '4'];6;0;['6', 'K', '6'];16;0;2;
['J', '4'];[10];1;['9', 'J'];[9];1;0;
['J', '4', '3'];14;0;['9', 'J', '9'];19;1;2;
['10', 'K'];[10];1;['6', '10'];[6];1;0;
['10', 'K', '9'];20;1;['6', '10', 'A'];16;1;-1;
['3', '4'];[3];0;['J', '7'];[10];1;0;
['3', '4'];7;0;['J', '7', '4'];17;0;-1;
['7', 'A'];[7];1;['5', 'J'];[5];0;0;
['7', 'A', '4'];17;0;['5', 'J'];15;0;2;
['8', '3'];[8];0;['Q', '10'];[10];1;0;
['8', '3'];11;0;['Q', '10', '10'];20;0;2;
['5', '6'];[5];1;['2', 'J'];[2];1;0;
['5', '6', '9'];11;1;['2', 'J', '8'];12;1;0;
['5', '6', '9', '5'];20;1;['2', 'J', '8', 'J'];20;1;1;
['10', 'Q'];[10];1;['A', 'J'];[1, 10];1;0;
['10', 'Q', '9'];20;0;['A', 'J', '3'];20;1;-1;
['7', '3'];[7];1;['7', '3'];[7];1;0;
['7', '3', '2'];10;1;['7', '3', 'J'];10;1;0;
['7', '3', '2', 'K'];12;1;['7', '3', 'J', 'J'];20;1;1;
['J', '10'];[10];0;['7', 'Q'];[7];1;0;
['J', '10'];20;0;['7', 'Q', '10'];17;0;2;
['J', '9'];[10];1;['3', '2'];[3];1;0;
['J', '9', 'K'];19;1;['3', '2', 'K'];5;0;-1;
['J', '6'];[10];0;['Q', '9'];[10];0;-1;
['3', 'Q'];[3];1;['J', '4'];[10];1;0;
['3', 'Q', '2'];13;1;['J', '4', '3'];14;1;0;
['3', 'Q', '2', '7'];15;1;['J', '4', '3', 'J'];17;1;1;
['3', '6'];[3];1;['8', '7'];[8];1;0;
['3', '6', 'J'];9;0;['8', '7', '10'];15;1;2;
['3', '8'];[3];1;['6', 'A'];[6];1;0;
['3', '8', 'Q'];11;1;['6', 'A', '6'];16;1;0;
['3', '8', 'Q'];21;0;['6', 'A', '6', 'A'];13;1;0;
['3', '8', 'Q'];21;0;['6', 'A', '6', 'A', '3'];14;1;0;
['3', '8', 'Q'];21;0;['6', 'A', '6', 'A', '3', '10'];17;1;2;
['7', '10'];[7];0;['3', 'K'];[3];1;0;
['7', '10'];17;0;['3', 'K', '9'];13;1;2;
['4', 'Q'];[4];1;['7', '4'];[7];0;0;
['4', 'Q', '4'];14;1;['7', '4'];11;0;0;
['4', 'Q', '4', '2'];18;0;['7', '4'];11;0;2;
['Q', '5'];[10];0;['4', '3'];[4];1;0;
['Q', '5'];15;0;['4', '3', 'K'];7;1;0;
['Q', '5'];15;0;['4', '3', 'K', '5'];17;1;2;
['Q', '2'];[10];0;['6', '10'];[6];1;0;
['Q', '2'];12;0;['6', '10', '7'];16;1;2;
['3', '3'];[3];0;['5', 'A'];[5];0;-1;
['5', '2'];[5];1;['5', '6'];[5];1;0;
['5', '2', '9'];7;1;['5', '6', 'K'];11;1;0;
['5', '2', '9', 'J'];16;0;['5', '6', 'K'];21;0;-1;
['4', '6'];[4];1;['K', '9'];[10];1;0;
['4', '6', '4'];10;1;['K', '9', '4'];19;1;2;
['A', 'J'];[1, 10];1;['5', '10'];[5];1;0;
['A', 'J', 'Q'];20;1;['5', '10', '3'];15;0;0;
['A', 'J', 'Q'];21;0;['5', '10', '3'];18;0;2;
['10', 'K'];[10];0;['10', 'Q'];[10];1;0;
['10', 'K'];20;0;['10', 'Q', '4'];20;1;2;
['Q', '2'];[10];1;['2', '2'];[2];1;0;
['Q', '2', '9'];12;1;['2', '2', 'A'];4;1;0;
['Q', '2', '9'];21;0;['2', '2', 'A', '6'];14;0;2;
['A', 'Q'];[1, 10];0;['6', '7'];[6];1;0;
['A', 'Q'];20;0;['6', '7', '9'];13;0;2;
['5', '5'];[5];1;['A', '8'];[1, 10];1;0;
['5', '5', '4'];10;1;['A', '8', '4'];18;1;0;
['5', '5', '4', 'K'];14;0;['A', '8', '4', '6'];13;1;-1;
['Q', '7'];[10];1;['4', '6'];[4];1;0;
['Q', '7', '3'];17;1;['4', '6', 'Q'];10;1;0;
['Q', '7', '3', 'J'];20;1;['4', '6', 'Q', '4'];20;1;1;
['2', '7'];[2];1;['9', '5'];[9];1;0;
['2', '7', 'K'];9;1;['9', '5', '7'];14;1;0;
['2', '7', 'K', '7'];19;0;['9', '5', '7'];21;0;-1;
['J', 'K'];[10];1;['3', '5'];[3];1;0;
['J', 'K', 'J'];20;0;['3', '5', 'A'];8;1;-1;
['10', '2'];[10];0;['J', '2'];[10];0;1;
['2', 'J'];[2];0;['5', '8'];[5];1;0;
['2', 'J'];12;0;['5', '8', '7'];13;1;0;
['2', 'J'];12;0;['5', '8', '7', '10'];20;1;2;
['4', '10'];[4];1;['8', '5'];[8];1;0;
['4', '10', '10'];14;1;['8', '5', '7'];13;0;-1;
['8', '7'];[8];1;['K', 'J'];[10];0;0;
['8', '7', '7'];15;1;['K', 'J'];20;0;-1;
['J', '2'];[10];1;['7', '6'];[7];0;0;
['J', '2', '9'];12;1;['7', '6'];13;0;0;
['J', '2', '9'];21;0;['7', '6'];13;0;2;
['7', '2'];[7];1;['4', 'K'];[4];0;0;
['7', '2', '9'];9;1;['4', 'K'];14;0;0;
['7', '2', '9', 'A'];18;1;['4', 'K'];14;0;0;
['7', '2', '9', 'A', '10'];19;1;['4', 'K'];14;0;-1;
['3', '5'];[3];1;['9', '9'];[9];1;0;
['3', '5', '6'];8;1;['9', '9', '6'];18;0;2;
['9', '3'];[9];0;['7', 'J'];[7];1;0;
['9', '3'];12;0;['7', 'J', '10'];17;1;2;
['A', 'K'];[1, 10];1;['10', '3'];[10];1;0;
['A', 'K', 'K'];20;1;['10', '3', '4'];13;1;0;
['A', 'K', 'K'];21;0;['10', '3', '4', 'Q'];17;1;2;
['2', 'Q'];[2];1;['J', 'Q'];[10];1;0;
['2', 'Q', 'J'];12;0;['J', 'Q', '8'];20;1;1;
['9', '5'];[9];0;['2', '4'];[2];1;0;
['9', '5'];14;0;['2', '4', '4'];6;1;0;
['9', '5'];14;0;['2', '4', '4', '4'];10;1;0;
['9', '5'];14;0;['2', '4', '4', '4', '5'];14;0;-1;
['5', '7'];[5];1;['4', '10'];[4];1;0;
['5', '7', '2'];12;1;['4', '10', 'A'];14;0;0;
['5', '7', '2', '6'];14;1;['4', '10', 'A'];15;0;0;
['5', '7', '2', '6', 'Q'];20;1;['4', '10', 'A'];15;0;-1;
['J', '4'];[10];1;['9', '8'];[9];1;0;
['J', '4', '8'];14;1;['9', '8', '7'];17;1;1;
['6', '5'];[6];1;['A', '3'];[1, 10];1;0;
['6', '5', '10'];11;1;['A', '3', 'Q'];13;1;0;
['6', '5', '10'];21;0;['A', '3', 'Q', '3'];14;1;0;
['6', '5', '10'];21;0;['A', '3', 'Q', '3', '9'];17;0;2;
['8', '2'];[8];1;['2', 'K'];[2];1;0;
['8', '2', '5'];10;0;['2', 'K', '4'];12;1;0;
['8', '2', '5'];15;0;['2', 'K', '4', 'Q'];16;1;2;
['5', '6'];[5];1;['J', 'A'];[10];1;0;
['5', '6', '2'];11;0;['J', 'A', '9'];20;0;-1;
['2', '4'];[2];1;['9', '5'];[9];1;0;
['2', '4', '9'];6;1;['9', '5', '7'];14;1;0;
['2', '4', '9', '3'];15;1;['9', '5', '7'];21;0;0;
['2', '4', '9', '3', '2'];18;1;['9', '5', '7'];21;0;0;
['2', '4', '9', '3', '2', '6'];20;1;['9', '5', '7'];21;0;-1;
['10', '4'];[10];1;['9', '7'];[9];1;0;
['10', '4', '2'];14;0;['9', '7', '3'];16;1;0;
['10', '4', '2'];16;0;['9', '7', '3', '5'];19;1;2;
['4', '3'];[4];1;['4', '2'];[4];1;0;
['4', '3', '8'];7;0;['4', '2', '2'];6;1;0;
['4', '3', '8'];15;0;['4', '2', '2', '9'];8;1;0;
['4', '3', '8'];15;0;['4', '2', '2', '9', 'A'];17;0;-1;
['5', '2'];[5];1;['A', '3'];[1, 10];1;0;
['5', '2', '3'];7;0;['A', '3', 'J'];13;1;0;
['5', '2', '3'];10;0;['A', '3', 'J', 'A'];14;1;0;
['5', '2', '3'];10;0;['A', '3', 'J', 'A', '7'];15;0;2;
['10', '5'];[10];1;['Q', 'Q'];[10];1;0;
['10', '5', 'J'];15;1;['Q', 'Q', '4'];20;0;1;
['K', '2'];[10];0;['8', 'J'];[8];1;0;
['K', '2'];12;0;['8', 'J', '6'];18;1;2;
['5', '5'];[5];1;['9', '8'];[9];1;0;
['5', '5', 'Q'];10;1;['9', '8', '3'];17;1;0;
['5', '5', 'Q', '9'];20;0;['9', '8', '3', '8'];20;1;1;
['J', 'A'];[10];1;['9', '6'];[9];1;0;
['J', 'A', 'A'];20;0;['9', '6', 'J'];15;1;2;
['Q', '3'];[10];0;['7', '6'];[7];1;0;
['Q', '3'];13;0;['7', '6', '10'];13;1;2;
['10', '2'];[10];0;['A', '6'];[1, 10];1;0;
['10', '2'];12;0;['A', '6', '9'];16;1;0;
['10', '2'];12;0;['A', '6', '9', '4'];16;1;0;
['10', '2'];12;0;['A', '6', '9', '4', '6'];20;1;2;
['5', '9'];[5];1;['A', '10'];[1, 10];1;0;
['5', '9', '10'];14;1;['A', '10', '8'];20;1;-1;
['8', '6'];[8];1;['Q', 'J'];[10];1;0;
['8', '6', '2'];14;0;['Q', 'J', '4'];20;1;2;
['9', '8'];[9];0;['J', '4'];[10];0;2;
['8', '9'];[8];1;['6', '2'];[6];1;0;
['8', '9', '2'];17;1;['6', '2', '10'];8;0;0;
['8', '9', '2', '8'];19;0;['6', '2', '10'];18;0;-1;
['7', 'J'];[7];1;['4', '6'];[4];1;0;
['7', 'J', '4'];17;1;['4', '6', '10'];10;0;0;
['7', 'J', '4'];21;0;['4', '6', '10'];20;0;2;
['9', '9'];[9];0;['2', '10'];[2];1;0;
['9', '9'];18;0;['2', '10', '9'];12;0;-1;
['7', 'K'];[7];1;['6', 'K'];[6];1;0;
['7', 'K', '2'];17;1;['6', 'K', '10'];16;1;2;
['J', '5'];[10];1;['4', '9'];[4];1;0;
['J', '5', '3'];15;0;['4', '9', 'K'];13;1;2;
['5', '4'];[5];1;['3', '6'];[3];0;0;
['5', '4', '8'];9;1;['3', '6'];9;0;0;
['5', '4', '8', 'J'];17;1;['3', '6'];9;0;-1;
['8', '5'];[8];1;['6', 'Q'];[6];1;0;
['8', '5', '5'];13;1;['6', 'Q', 'K'];16;1;2;
['4', '7'];[4];1;['K', '3'];[10];1;0;
['4', '7', 'A'];11;0;['K', '3', '3'];13;0;2;
['9', '3'];[9];0;['9', '9'];[9];0;-1;
['5', '8'];[5];0;['4', 'Q'];[4];1;0;
['5', '8'];13;0;['4', 'Q', '9'];14;1;2;
['3', '4'];[3];1;['9', '10'];[9];0;0;
['3', '4', '7'];7;1;['9', '10'];19;0;0;
['3', '4', '7', 'J'];14;1;['9', '10'];19;0;-1;
['A', '9'];[1, 10];1;['5', 'K'];[5];1;0;
['A', '9', '2'];19;1;['5', 'K', '10'];15;0;2;
['J', '2'];[10];1;['3', '5'];[3];1;0;
['J', '2', '9'];12;1;['3', '5', '6'];8;0;0;
['J', '2', '9'];21;0;['3', '5', '6'];14;0;2;
['5', '8'];[5];1;['8', '3'];[8];1;0;
['5', '8', '6'];13;1;['8', '3', '6'];11;1;0;
['5', '8', '6', '8'];19;0;['8', '3', '6', '10'];17;1;1;
['A', '5'];[1, 10];1;['A', '8'];[1, 10];1;0;
['A', '5', '8'];15;0;['A', '8', '3'];18;1;0;
['A', '5', '8'];14;0;['A', '8', '3'];21;0;-1;
['10', '4'];[10];1;['7', '2'];[7];1;0;
['10', '4', 'J'];14;1;['7', '2', '10'];9;1;-1;
['4', '10'];[4];1;['9', 'K'];[9];0;0;
['4', '10', '7'];14;1;['9', 'K'];19;0;0;
['4', '10', '7'];21;0;['9', 'K'];19;0;2;
['A', 'J'];[1, 10];0;['K', '2'];[10];0;2;
['A', 'A'];[1, 10];1;['A', 'Q'];[1, 10];1;0;
['A', 'A', 'A'];20;1;['A', 'Q', '3'];20;0;0;
['A', 'A', 'A'];21;0;['A', 'Q', '3'];14;0;2;
['8', 'K'];[8];1;['7', '10'];[7];1;0;
['8', 'K', '7'];18;1;['7', '10', '6'];17;0;1;
['A', '3'];[1, 10];1;['2', 'A'];[2];0;0;
['A', '3', 'Q'];13;1;['2', 'A'];12;0;0;
['A', '3', 'Q', '5'];14;1;['2', 'A'];12;0;0;
['A', '3', 'Q', '5', '3'];19;1;['2', 'A'];12;0;-1;
['J', '8'];[10];1;['8', 'Q'];[8];1;0;
['J', '8', '4'];18;1;['8', 'Q', 'A'];18;1;-1;
['8', '4'];[8];1;['K', '3'];[10];1;0;
['8', '4', '3'];12;0;['K', '3', '4'];13;1;0;
['8', '4', '3'];15;0;['K', '3', '4', 'K'];17;1;2;
['10', 'A'];[10];0;['4', 'K'];[4];1;0;
['10', 'A'];20;0;['4', 'K', 'J'];14;1;2;
['3', '3'];[3];1;['A', '5'];[1, 10];1;0;
['3', '3', '10'];6;1;['A', '5', '9'];15;1;0;
['3', '3', '10', '9'];16;1;['A', '5', '9', '6'];15;1;-1;
['9', 'Q'];[9];1;['8', '3'];[8];1;0;
['9', 'Q', '4'];19;1;['8', '3', 'J'];11;1;-1;
['J', '10'];[10];1;['3', '7'];[3];1;0;
['J', '10', '2'];20;1;['3', '7', 'A'];10;1;-1;
['A', '4'];[1, 10];1;['J', '9'];[10];1;0;
['A', '4', '9'];14;0;['J', '9', 'J'];19;0;2;
['2', '2'];[2];1;['A', '5'];[1, 10];0;0;
['2', '2', 'K'];4;1;['A', '5'];15;0;0;
['2', '2', 'K', '2'];14;1;['A', '5'];15;0;0;
['2', '2', 'K', '2', 'J'];16;0;['A', '5'];15;0;-1;
['3', '5'];[3];0;['Q', '8'];[10];1;0;
['3', '5'];8;0;['Q', '8', 'A'];18;1;0;
['3', '5'];8;0;['Q', '8', 'A', '6'];19;0;2;
['10', '2'];[10];1;['3', 'J'];[3];1;0;
['10', '2', '7'];12;1;['3', 'J', 'K'];13;0;2;
['8', '6'];[8];1;['9', 'Q'];[9];0;0;
['8', '6', '9'];14;1;['9', 'Q'];19;0;-1;
['10', '10'];[10];0;['10', '6'];[10];1;0;
['10', '10'];20;0;['10', '6', 'A'];16;1;0;
['10', '10'];20;0;['10', '6', 'A', '6'];17;1;2;
['3', '8'];[3];0;['4', '3'];[4];1;0;
['3', '8'];11;0;['4', '3', 'J'];7;1;0;
['3', '8'];11;0;['4', '3', 'J', 'J'];17;1;2;
['8', '3'];[8];1;['9', '8'];[9];1;0;
['8', '3', '6'];11;1;['9', '8', '10'];17;1;2;
['A', '10'];[1, 10];1;['5', '7'];[5];0;0;
['A', '10', '3'];20;0;['5', '7'];12;0;2;
['Q', '3'];[10];1;['K', '2'];[10];1;0;
['Q', '3', '6'];13;1;['K', '2', '2'];12;1;0;
['Q', '3', '6', '8'];19;0;['K', '2', '2', '7'];14;1;-1;
['4', 'J'];[4];1;['10', '8'];[10];1;0;
['4', 'J', '6'];14;1;['10', '8', '6'];18;1;2;
['10', '10'];[10];1;['10', '9'];[10];1;0;
['10', '10', '8'];20;1;['10', '9', 'J'];19;1;1;
['7', '7'];[7];1;['3', '9'];[3];1;0;
['7', '7', '2'];14;1;['3', '9', '10'];12;0;2;
['10', 'Q'];[10];0;['4', '6'];[4];0;2;
['10', '9'];[10];0;['2', 'J'];[2];0;2;
['6', '9'];[6];1;['9', '5'];[9];0;0;
['6', '9', 'J'];15;1;['9', '5'];14;0;-1;
['J', '6'];[10];1;['4', '2'];[4];0;0;
['J', '6', '9'];16;1;['4', '2'];6;0;-1;
['K', '8'];[10];1;['2', '4'];[2];1;0;
['K', '8', '8'];18;1;['2', '4', 'K'];6;0;-1;
['3', '8'];[3];1;['9', 'Q'];[9];0;0;
['3', '8', '8'];11;0;['9', 'Q'];19;0;1;
['8', '6'];[8];1;['5', '2'];[5];1;0;
['8', '6', '4'];14;1;['5', '2', '5'];7;1;0;
['8', '6', '4', '5'];18;1;['5', '2', '5', '7'];12;1;-1;
['K', '3'];[10];1;['8', '5'];[8];1;0;
['K', '3', '2'];13;0;['8', '5', '8'];13;1;0;
['K', '3', '2'];15;0;['8', '5', '8'];21;0;-1;
['Q', '2'];[10];0;['2', '7'];[2];1;0;
['Q', '2'];12;0;['2', '7', '5'];9;1;0;
['Q', '2'];12;0;['2', '7', '5', '6'];14;1;0;
['Q', '2'];12;0;['2', '7', '5', '6', '8'];20;1;2;
['9', '10'];[9];0;['2', '7'];[2];0;2;
['9', '7'];[9];0;['J', '10'];[10];0;-1;
['2', '10'];[2];1;['9', 'Q'];[9];1;0;
['2', '10', '7'];12;0;['9', 'Q', 'J'];19;1;2;
['A', '6'];[1, 10];0;['6', '3'];[6];0;2;
['2', '4'];[2];0;['9', '10'];[9];1;0;
['2', '4'];6;0;['9', '10', '7'];19;0;2;
['J', '4'];[10];1;['4', '4'];[4];0;0;
['J', '4', 'K'];14;0;['4', '4'];8;0;-1;
['Q', '2'];[10];0;['A', '8'];[1, 10];0;-1;
['4', '6'];[4];0;['2', '2'];[2];1;0;
['4', '6'];10;0;['2', '2', '6'];4;1;0;
['4', '6'];10;0;['2', '2', '6', '10'];10;1;0;
['4', '6'];10;0;['2', '2', '6', '10', '6'];20;1;2;
['2', 'A'];[2];1;['5', '7'];[5];1;0;
['2', 'A', 'J'];12;1;['5', '7', '6'];12;0;0;
['2', 'A', 'J', '10'];13;1;['5', '7', '6'];18;0;-1;
['4', '10'];[4];0;['8', 'A'];[8];0;-1;
['4', 'J'];[4];1;['7', '4'];[7];0;0;
['4', 'J', 'Q'];14;1;['7', '4'];11;0;-1;
['2', '7'];[2];1;['8', '9'];[8];1;0;
['2', '7', '4'];9;1;['8', '9', '2'];17;1;0;
['2', '7', '4', '8'];13;1;['8', '9', '2', '9'];19;1;2;
['2', '10'];[2];0;['K', '5'];[10];1;0;
['2', '10'];12;0;['K', '5', '3'];15;0;-1;
['8', '6'];[8];1;['Q', '4'];[10];1;0;
['8', '6', '10'];14;1;['Q', '4', '4'];14;1;-1;
['7', '10'];[7];1;['5', '3'];[5];1;0;
['7', '10', '9'];17;0;['5', '3', '3'];8;1;-1;
['9', '6'];[9];0;['2', '6'];[2];0;2;
['2', '2'];[2];1;['6', 'Q'];[6];1;0;
['2', '2', '10'];4;1;['6', 'Q', '2'];16;0;0;
['2', '2', '10', '4'];14;1;['6', 'Q', '2'];18;0;0;
['2', '2', '10', '4', '3'];18;1;['6', 'Q', '2'];18;0;0;
['2', '2', '10', '4', '3'];21;0;['6', 'Q', '2'];18;0;2;
['3', '9'];[3];1;['4', 'Q'];[4];1;0;
['3', '9', '2'];12;1;['4', 'Q', '10'];14;0;2;
['K', 'K'];[10];1;['9', 'J'];[9];1;0;
['K', 'K', '9'];20;1;['9', 'J', '4'];19;1;1;
['A', '8'];[1, 10];1;['9', '9'];[9];1;0;
['A', '8', '8'];18;1;['9', '9', '10'];18;1;2;
['3', '9'];[3];1;['2', '9'];[2];1;0;
['3', '9', 'Q'];12;1;['2', '9', 'A'];11;0;-1;
['3', '3'];[3];0;['K', '2'];[10];1;0;
['3', '3'];6;0;['K', '2', '7'];12;1;0;
['3', '3'];6;0;['K', '2', '7', '8'];19;1;2;
['A', '4'];[1, 10];1;['7', '9'];[7];1;0;
['A', '4', '7'];14;1;['7', '9', '5'];16;0;0;
['A', '4', '7'];21;0;['7', '9', '5'];21;0;1;
['10', '3'];[10];0;['6', '10'];[6];0;-1;
['5', '7'];[5];1;['10', 'K'];[10];1;0;
['5', '7', '4'];12;1;['10', 'K', '10'];20;1;2;
['9', '9'];[9];1;['8', '6'];[8];0;0;
['9', '9', '2'];18;0;['8', '6'];14;0;2;
['8', 'A'];[8];1;['J', '4'];[10];1;0;
['8', 'A', '2'];18;1;['J', '4', '8'];14;1;2;
['9', '6'];[9];0;['4', '6'];[4];0;2;
['9', '5'];[9];1;['9', 'Q'];[9];0;0;
['9', '5', 'K'];14;1;['9', 'Q'];19;0;-1;
['A', '8'];[1, 10];1;['2', '3'];[2];1;0;
['A', '8', 'J'];18;0;['2', '3', '2'];5;0;2;
['9', 'J'];[9];1;['7', '9'];[7];0;0;
['9', 'J', '6'];19;1;['7', '9'];16;0;-1;
['6', '6'];[6];1;['6', 'Q'];[6];1;0;
['6', '6', '9'];12;1;['6', 'Q', 'A'];16;1;0;
['6', '6', '9'];21;0;['6', 'Q', 'A', '4'];17;1;0;
['6', '6', '9'];21;0;['6', 'Q', 'A', '4'];21;0;1;
['J', '4'];[10];1;['2', '7'];[2];0;0;
['J', '4', '6'];14;1;['2', '7'];9;0;0;
['J', '4', '6', '3'];20;0;['2', '7'];9;0;-1;
['6', '7'];[6];0;['7', '4'];[7];1;0;
['6', '7'];13;0;['7', '4', '5'];11;1;0;
['6', '7'];13;0;['7', '4', '5', 'K'];16;1;2;
['J', '10'];[10];0;['9', 'K'];[9];1;0;
['J', '10'];20;0;['9', 'K', 'A'];19;1;0;
['J', '10'];20;0;['9', 'K', 'A', '3'];20;0;2;
['10', '2'];[10];1;['J', '10'];[10];1;0;
['10', '2', '9'];12;1;['J', '10', '2'];20;1;2;
['9', '9'];[9];1;['3', '4'];[3];1;0;
['9', '9', '5'];18;1;['3', '4', '8'];7;1;-1;
['5', '6'];[5];1;['J', '9'];[10];1;0;
['5', '6', '10'];11;1;['J', '9', '6'];19;0;2;
['K', '7'];[10];0;['J', 'Q'];[10];0;-1;
['9', '3'];[9];1;['Q', '10'];[10];1;0;
['9', '3', '4'];12;1;['Q', '10', '5'];20;1;2;
['7', '9'];[7];1;['10', 'Q'];[10];1;0;
['7', '9', '3'];16;1;['10', 'Q', 'J'];20;1;2;
['Q', 'A'];[10];1;['K', 'A'];[10];1;0;
['Q', 'A', '6'];20;1;['K', 'A', 'K'];20;1;0;
['Q', 'A', '6', '8'];17;1;['K', 'A', 'K'];21;0;-1;
['6', '8'];[6];1;['Q', '4'];[10];0;0;
['6', '8', '6'];14;1;['Q', '4'];14;0;0;
['6', '8', '6', '3'];20;1;['Q', '4'];14;0;-1;
['10', '10'];[10];1;['Q', 'Q'];[10];1;0;
['10', '10', '6'];20;1;['Q', 'Q', '6'];20;0;1;
['7', 'J'];[7];1;['J', 'Q'];[10];1;0;
['7', 'J', 'K'];17;1;['J', 'Q', '7'];20;1;1;
['8', '2'];[8];1;['K', '5'];[10];1;0;
['8', '2', '2'];10;0;['K', '5', 'K'];15;1;2;
['4', '3'];[4];1;['6', '5'];[6];1;0;
['4', '3', '8'];7;1;['6', '5', 'K'];11;1;0;
['4', '3', '8', '9'];15;1;['6', '5', 'K'];21;0;-1;
['J', 'K'];[10];1;['3', '5'];[3];1;0;
['J', 'K', 'Q'];20;1;['3', '5', '3'];8;1;-1;
['Q', '5'];[10];1;['2', 'Q'];[2];0;0;
['Q', '5', '2'];15;0;['2', 'Q'];12;0;2;
['A', '4'];[1, 10];1;['Q', 'Q'];[10];0;0;
['A', '4', '3'];14;0;['Q', 'Q'];20;0;-1;
['K', '4'];[10];1;['2', 'K'];[2];1;0;
['K', '4', 'J'];14;1;['2', 'K', '10'];12;1;1;
['J', '7'];[10];1;['7', '9'];[7];1;0;
['J', '7', 'J'];17;1;['7', '9', '5'];16;1;-1;
['A', '8'];[1, 10];0;['4', '2'];[4];1;0;
['A', '8'];18;0;['4', '2', '5'];6;1;0;
['A', '8'];18;0;['4', '2', '5', 'K'];11;1;0;
['A', '8'];18;0;['4', '2', '5', 'K'];21;0;-1;
['5', '8'];[5];1;['7', '10'];[7];1;0;
['5', '8', '8'];13;1;['7', '10', '6'];17;1;2;
['2', '10'];[2];1;['J', '10'];[10];0;0;
['2', '10', '10'];12;1;['J', '10'];20;0;-1;
['10', '5'];[10];0;['6', 'Q'];[6];1;0;
['10', '5'];15;0;['6', 'Q', '5'];16;1;0;
['10', '5'];15;0;['6', 'Q', '5'];21;0;-1;
['3', '7'];[3];1;['5', 'Q'];[5];1;0;
['3', '7', '5'];10;1;['5', 'Q', 'K'];15;1;2;
['5', '8'];[5];1;['A', 'J'];[1, 10];1;0;
['5', '8', '7'];13;1;['A', 'J', '5'];20;1;0;
['5', '8', '7', '6'];20;0;['A', 'J', '5', '8'];16;1;1;
['10', 'A'];[10];1;['3', '8'];[3];0;0;
['10', 'A', '8'];20;1;['3', '8'];11;0;0;
['10', 'A', '8', '9'];19;1;['3', '8'];11;0;-1;
['K', '4'];[10];1;['6', '7'];[6];1;0;
['K', '4', '7'];14;0;['6', '7', 'K'];13;1;2;
['3', 'A'];[3];0;['2', '8'];[2];1;0;
['3', 'A'];13;0;['2', '8', '3'];10;1;0;
['3', 'A'];13;0;['2', '8', '3', '10'];13;1;2;
['7', '2'];[7];1;['8', '6'];[8];0;0;
['7', '2', '2'];9;1;['8', '6'];14;0;0;
['7', '2', '2', '8'];11;0;['8', '6'];14;0;2;
['J', '3'];[10];1;['9', '6'];[9];1;0;
['J', '3', 'Q'];13;1;['9', '6', '8'];15;1;1;
['3', '10'];[3];1;['9', '7'];[9];0;0;
['3', '10', '7'];13;1;['9', '7'];16;0;0;
['3', '10', '7', '5'];20;1;['9', '7'];16;0;-1;
['7', 'K'];[7];1;['A', 'Q'];[1, 10];1;0;
['7', 'K', '10'];17;0;['A', 'Q', '9'];20;0;-1;
['8', 'K'];[8];1;['5', '9'];[5];0;0;
['8', 'K', 'K'];18;1;['5', '9'];14;0;-1;
['9', '10'];[9];1;['J', '5'];[10];1;0;
['9', '10', '4'];19;1;['J', '5', 'J'];15;1;1;
['3', '7'];[3];0;['A', '6'];[1, 10];1;0;
['3', '7'];10;0;['A', '6', 'K'];16;1;0;
['3', '7'];10;0;['A', '6', 'K', 'Q'];17;1;2;
['3', '2'];[3];1;['6', 'Q'];[6];1;0;
['3', '2', '3'];5;1;['6', 'Q', 'A'];16;1;0;
['3', '2', '3', '7'];8;1;['6', 'Q', 'A', '2'];17;1;0;
['3', '2', '3', '7', '5'];15;0;['6', 'Q', 'A', '2', 'K'];19;0;2;
['A', '10'];[1, 10];1;['3', '3'];[3];1;0;
['A', '10', 'J'];20;1;['3', '3', '6'];6;1;0;
['A', '10', 'J'];21;0;['3', '3', '6', '10'];12;0;2;
['6', '8'];[6];1;['K', '9'];[10];0;0;
['6', '8', '8'];14;0;['K', '9'];19;0;-1;
['Q', '4'];[10];1;['9', '4'];[9];1;0;
['Q', '4', '8'];14;1;['9', '4', '10'];13;1;1;
